search_query_term,name,price,category,rating,review_count,seller_name,seller_rating,platform,url,timestamp
iphone,Apple iPhone 16e,37190.0,General,4.978609625668449,187,,0.0,Lazada,https://www.lazada.com.ph/products/pdp-i4972110760.html,2026-04-15T06:57:40.369386
iphone,Apple iPhone 14 Plus,44790.0,General,4.981395348837209,215,,0.0,Lazada,https://www.lazada.com.ph/products/pdp-i4565256419.html,2026-04-15T06:57:40.369396
iphone,Apple iPhone 17e,47490.0,General,0.0,18,,0.0,Lazada,https://www.lazada.com.ph/products/pdp-i15428551473.html,2026-04-15T06:57:40.369407
iphone,Apple iPhone 16 Plus,51690.0,General,4.962472406181015,453,,0.0,Lazada,https://www.lazada.com.ph/products/pdp-i4684692202.html,2026-04-15T06:57:40.369418
iphone,Apple iPhone Air,56390.0,General,4.9298245614035086,57,,0.0,Lazada,https://www.lazada.com.ph/products/pdp-i5260100198.html,2026-04-15T06:57:40.369431
iphone,Apple iPhone Air (6.5 inch),54990.0,General,4.972222222222222,36,,0.0,Lazada,https://www.lazada.com.ph/products/pdp-i5250206789.html,2026-04-15T06:57:40.369442
iphone,"Apple iPhone 15 Plus, 128GB, Black - Unlocked (Renewed)",23223.25,General,4.3,2600,,0.0,Amazon,https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMT4XDSC/ref=sr_1_3?dib=eyJ2IjoiMSJ9.NApJSmRW5kX0cRDLVUVzFJ1o8eBPxvsjPDLunxcmJxoRLqz7TZSvoSimsgR5OMM0E7dnhoD9Xu2naEl8Ex4R3zI5AfS4OE9Sjlr6L7B4mZKiByB77gZnLZ1u8plVfJgODlJBJABDpsF-QpZigFvfUvVup_plr5SYXOZJtPOYhht_bFR8XGFG8dYoslcIN-8OXDyQOKV0D1U4kV-IA5LYZdb25pcawFIcjxd6klyXMa8.Z6Q4zziMUmlPgm5UVNfGzkbixlqfLhE6YDZSKX1S9_Y&dib_tag=se&keywords=iphone&qid=1776236139&sr=8-3,2026-04-15T06:57:40.369454
iphone,"Apple iPhone 17, US Version, 256GB, eSIM, Mist Blue- Unlocked (Renewed) | eSIM, Renewed",42610.48,General,4.0,54,,0.0,Amazon,https://www.amazon.com/Apple-iPhone-Version-Unlocked-Renewed/dp/B0FRKS39NK/ref=sr_1_8?dib=eyJ2IjoiMSJ9.NApJSmRW5kX0cRDLVUVzFJ1o8eBPxvsjPDLunxcmJxoRLqz7TZSvoSimsgR5OMM0E7dnhoD9Xu2naEl8Ex4R3zI5AfS4OE9Sjlr6L7B4mZKiByB77gZnLZ1u8plVfJgODlJBJABDpsF-QpZigFvfUvVup_plr5SYXOZJtPOYhht_bFR8XGFG8dYoslcIN-8OXDyQOKV0D1U4kV-IA5LYZdb25pcawFIcjxd6klyXMa8.Z6Q4zziMUmlPgm5UVNfGzkbixlqfLhE6YDZSKX1S9_Y&dib_tag=se&keywords=iphone&qid=1776236139&sr=8-8,2026-04-15T06:57:40.369466
iphone,"Apple iPhone 13, 128GB, Pink - Unlocked (Renewed)",16425.81,General,4.1,21800,,0.0,Amazon,https://www.amazon.com/Apple-iPhone-13-128GB-Pink/dp/B09LNP1ZHT/ref=sr_1_9?dib=eyJ2IjoiMSJ9.NApJSmRW5kX0cRDLVUVzFJ1o8eBPxvsjPDLunxcmJxoRLqz7TZSvoSimsgR5OMM0E7dnhoD9Xu2naEl8Ex4R3zI5AfS4OE9Sjlr6L7B4mZKiByB77gZnLZ1u8plVfJgODlJBJABDpsF-QpZigFvfUvVup_plr5SYXOZJtPOYhht_bFR8XGFG8dYoslcIN-8OXDyQOKV0D1U4kV-IA5LYZdb25pcawFIcjxd6klyXMa8.Z6Q4zziMUmlPgm5UVNfGzkbixlqfLhE6YDZSKX1S9_Y&dib_tag=se&keywords=iphone&qid=1776236139&sr=8-9,2026-04-15T06:57:40.369481
iphone,"Apple iPhone 15 Plus, 128GB, Pink - Unlocked (Renewed)",23645.29,General,4.3,2600,,0.0,Amazon,https://www.amazon.com/Apple-iPhone-15-Plus-128GB/dp/B0CMSYHFCF/ref=sr_1_10?dib=eyJ2IjoiMSJ9.NApJSmRW5kX0cRDLVUVzFJ1o8eBPxvsjPDLunxcmJxoRLqz7TZSvoSimsgR5OMM0E7dnhoD9Xu2naEl8Ex4R3zI5AfS4OE9Sjlr6L7B4mZKiByB77gZnLZ1u8plVfJgODlJBJABDpsF-QpZigFvfUvVup_plr5SYXOZJtPOYhht_bFR8XGFG8dYoslcIN-8OXDyQOKV0D1U4kV-IA5LYZdb25pcawFIcjxd6klyXMa8.Z6Q4zziMUmlPgm5UVNfGzkbixlqfLhE6YDZSKX1S9_Y&dib_tag=se&keywords=iphone&qid=1776236139&sr=8-10,2026-04-15T06:57:40.369492
iphone,"Apple iPhone 15, 128GB, Blue - Unlocked (Renewed)",22448.62,General,4.0,5200,,0.0,Amazon,https://www.amazon.com/Apple-iPhone-15-128GB-Blue/dp/B0CMPLZDG8/ref=sr_1_12?dib=eyJ2IjoiMSJ9.NApJSmRW5kX0cRDLVUVzFJ1o8eBPxvsjPDLunxcmJxoRLqz7TZSvoSimsgR5OMM0E7dnhoD9Xu2naEl8Ex4R3zI5AfS4OE9Sjlr6L7B4mZKiByB77gZnLZ1u8plVfJgODlJBJABDpsF-QpZigFvfUvVup_plr5SYXOZJtPOYhht_bFR8XGFG8dYoslcIN-8OXDyQOKV0D1U4kV-IA5LYZdb25pcawFIcjxd6klyXMa8.Z6Q4zziMUmlPgm5UVNfGzkbixlqfLhE6YDZSKX1S9_Y&dib_tag=se&keywords=iphone&qid=1776236139&sr=8-12,2026-04-15T06:57:40.369503
iphone,"Apple iPhone 13 Pro, 256GB, Sierra Blue - Unlocked (Renewed)",20533.01,General,4.1,11300,,0.0,Amazon,https://www.amazon.com/Apple-iPhone-13-Pro-Sierra/dp/B09LPN7C8Z/ref=sr_1_13?dib=eyJ2IjoiMSJ9.NApJSmRW5kX0cRDLVUVzFJ1o8eBPxvsjPDLunxcmJxoRLqz7TZSvoSimsgR5OMM0E7dnhoD9Xu2naEl8Ex4R3zI5AfS4OE9Sjlr6L7B4mZKiByB77gZnLZ1u8plVfJgODlJBJABDpsF-QpZigFvfUvVup_plr5SYXOZJtPOYhht_bFR8XGFG8dYoslcIN-8OXDyQOKV0D1U4kV-IA5LYZdb25pcawFIcjxd6klyXMa8.Z6Q4zziMUmlPgm5UVNfGzkbixlqfLhE6YDZSKX1S9_Y&dib_tag=se&keywords=iphone&qid=1776236139&sr=8-13,2026-04-15T06:57:40.369514
iphone,"Apple iPhone 14 Pro Max, 256GB, Deep Purple - Unlocked (Renewed)",28133.81,General,4.0,5500,,0.0,Amazon,https://www.amazon.com/Apple-iPhone-256GB-Deep-Purple/dp/B0BN92S2ZZ/ref=sr_1_14?dib=eyJ2IjoiMSJ9.NApJSmRW5kX0cRDLVUVzFJ1o8eBPxvsjPDLunxcmJxoRLqz7TZSvoSimsgR5OMM0E7dnhoD9Xu2naEl8Ex4R3zI5AfS4OE9Sjlr6L7B4mZKiByB77gZnLZ1u8plVfJgODlJBJABDpsF-QpZigFvfUvVup_plr5SYXOZJtPOYhht_bFR8XGFG8dYoslcIN-8OXDyQOKV0D1U4kV-IA5LYZdb25pcawFIcjxd6klyXMa8.Z6Q4zziMUmlPgm5UVNfGzkbixlqfLhE6YDZSKX1S9_Y&dib_tag=se&keywords=iphone&qid=1776236139&sr=8-14,2026-04-15T06:57:40.369526
iphone,"Apple iPhone 14 Pro, 512GB, Deep Purple - Unlocked (Renewed)",25620.77,General,4.1,5700,,0.0,Amazon,https://www.amazon.com/Apple-iPhone-512GB-Deep-Purple/dp/B0BN9P8PQD/ref=sr_1_15?dib=eyJ2IjoiMSJ9.NApJSmRW5kX0cRDLVUVzFJ1o8eBPxvsjPDLunxcmJxoRLqz7TZSvoSimsgR5OMM0E7dnhoD9Xu2naEl8Ex4R3zI5AfS4OE9Sjlr6L7B4mZKiByB77gZnLZ1u8plVfJgODlJBJABDpsF-QpZigFvfUvVup_plr5SYXOZJtPOYhht_bFR8XGFG8dYoslcIN-8OXDyQOKV0D1U4kV-IA5LYZdb25pcawFIcjxd6klyXMa8.Z6Q4zziMUmlPgm5UVNfGzkbixlqfLhE6YDZSKX1S9_Y&dib_tag=se&keywords=iphone&qid=1776236139&sr=8-15,2026-04-15T06:57:40.369537
iphone,Apple iPhone 15 E2 80 8E E2 80 8E,56990.0,General,4.9,15119,,0.0,Shopee,https://shopee.ph/Apple-iPhone-15%E2%80%8E%E2%80%8E-i.1275798143.29254213286?extraParams=%7B%22display_model_id%22%3A119201661663%2C%22model_selection_logic%22%3A3%7D&sp_atk=93e83308-d44f-44fa-8177-e1bbfbaaf7a5&xptdk=93e83308-d44f-44fa-8177-e1bbfbaaf7a5,2026-04-15T07:02:45.007493
iphone,Apple iPhone 14 E2 80 8E E2 80 8E E2 80 8E,30470.0,General,5.0,11392,,0.0,Shopee,https://shopee.ph/Apple-iPhone-14%E2%80%8E-%E2%80%8E-%E2%80%8E-i.1275798143.28305022051?extraParams=%7B%22display_model_id%22%3A157375702186%2C%22model_selection_logic%22%3A3%7D&sp_atk=90d9e947-3a49-4250-863b-b7c02ab5eb2a&xptdk=90d9e947-3a49-4250-863b-b7c02ab5eb2a,2026-04-15T07:02:45.007508
iphone,Apple iPhone 16 E2 80 8E E2 80 8E E2 80 8E,43292.0,General,4.0,7533,,0.0,Shopee,https://shopee.ph/Apple-iPhone-16%E2%80%8E-%E2%80%8E-%E2%80%8E-i.1275798143.29362719421?extraParams=%7B%22display_model_id%22%3A109276125608%2C%22model_selection_logic%22%3A3%7D&sp_atk=20f22468-6180-4816-a29e-4df1f6b183cf&xptdk=20f22468-6180-4816-a29e-4df1f6b183cf,2026-04-15T07:02:45.007516
iphone,Apple iPhone 17 Pro Max,101990.0,General,4.9,3396,,0.0,Shopee,https://shopee.ph/Apple-iPhone-17-Pro-Max-i.1275798143.26342037051?extraParams=%7B%22display_model_id%22%3A139454633407%2C%22model_selection_logic%22%3A3%7D&sp_atk=c7647147-e9fe-4097-b754-755233dc1419&xptdk=c7647147-e9fe-4097-b754-755233dc1419,2026-04-15T07:02:45.007522
iphone,Apple iPhone 17,57990.0,General,5.0,2866,,0.0,Shopee,https://shopee.ph/Apple-iPhone-17-i.1275798143.41470739731?extraParams=%7B%22display_model_id%22%3A281694253334%2C%22model_selection_logic%22%3A3%7D&sp_atk=d731a622-16d0-448f-889b-3ae4a43a6826&xptdk=d731a622-16d0-448f-889b-3ae4a43a6826,2026-04-15T07:02:45.007528
iphone,Apple iPhone 17 Pro,79900.0,General,4.9,1116,,0.0,Shopee,https://shopee.ph/Apple-iPhone-17-Pro-i.1275798143.40420862089?extraParams=%7B%22display_model_id%22%3A276701523739%2C%22model_selection_logic%22%3A3%7D&sp_atk=c3225cba-fc7f-4b6c-aaf5-f8ee7c8edc18&xptdk=c3225cba-fc7f-4b6c-aaf5-f8ee7c8edc18,2026-04-15T07:02:45.007534
iphone,Apple iPhone 14 E2 80 8E E2 80 8E E2 80 8E,31815.0,General,5.0,11394,,0.0,Shopee,https://shopee.ph/Apple-iPhone-14%E2%80%8E-%E2%80%8E-%E2%80%8E-i.1275798143.28305022051?extraParams=%7B%22display_model_id%22%3A157375702183%2C%22model_selection_logic%22%3A3%7D&sp_atk=d1cffa3f-5e8c-47a7-ada7-fca53a18b25a&xptdk=d1cffa3f-5e8c-47a7-ada7-fca53a18b25a,2026-04-15T07:10:56.055986
iphone,Apple iPhone 16 Plus,62301.0,General,4.0,2782,,0.0,Shopee,https://shopee.ph/Apple-iPhone-16-Plus-i.1275798143.29112709573?extraParams=%7B%22display_model_id%22%3A251691161554%2C%22model_selection_logic%22%3A3%7D&sp_atk=0759b483-0d4b-4697-8986-e797fb6554f4&xptdk=0759b483-0d4b-4697-8986-e797fb6554f4,2026-04-15T07:10:56.056032
iphone,Apple iPhone 14 6 1 inch,31490.0,General,1.0,807,,0.0,Shopee,https://shopee.ph/Apple-iPhone-14-(6.1-inch)-i.448087759.18048814533?extraParams=%7B%22display_model_id%22%3A145852318094%2C%22model_selection_logic%22%3A3%7D&sp_atk=7466e3ff-4fa7-473b-bd6b-bef1df4358b8&xptdk=7466e3ff-4fa7-473b-bd6b-bef1df4358b8,2026-04-15T07:10:56.056047
iphone,Apple iPhone 14 6 1 inch,36690.0,General,1.0,432,,0.0,Shopee,https://shopee.ph/Apple-iPhone-14-(6.1-inch)-i.350609763.20451780291?extraParams=%7B%22display_model_id%22%3A164669850532%2C%22model_selection_logic%22%3A3%7D&sp_atk=c84e91ec-69db-459c-9eb3-cab3afab40bd&xptdk=c84e91ec-69db-459c-9eb3-cab3afab40bd,2026-04-15T07:10:56.056060
iphone,NEW Apple iPhone 17e,44990.0,General,5.0,1,,0.0,Shopee,https://shopee.ph/-NEW-Apple-iPhone-17e-i.1275798143.48958031372?extraParams=%7B%22display_model_id%22%3A360712009560%2C%22model_selection_logic%22%3A3%7D&sp_atk=adb4170c-5810-40fb-bb2d-467d0ac77d9b&xptdk=adb4170c-5810-40fb-bb2d-467d0ac77d9b,2026-04-15T07:10:56.056071
iphone,a,5000.0,phone,4.0,20,,0.0,Shopee,https://www.youtube.com/watch?v=9uU8KxgNFb0&list=RD9uU8KxgNFb0&start_radio=1,2026-04-15T07:38:03.871529
